Tick,Step,DateTime,X,Y,ID
869,869,2022-03-01T05:14:29.0000000,1,7,3b859546-674a-454b-9565-be88f44911f9
869,869,2022-03-01T05:14:29.0000000,12,4,d7b4c90c-7ff0-4e5b-b126-ae6d7f0eca0f
869,869,2022-03-01T05:14:29.0000000,0,20,deb1d222-41a8-4677-b59e-596879022729
869,869,2022-03-01T05:14:29.0000000,0,18,44e3c14e-cce0-4d4a-8f73-b56f60072101
869,869,2022-03-01T05:14:29.0000000,11,9,c4859179-55ad-44cd-9fa8-e14db336d3e4
869,869,2022-03-01T05:14:29.0000000,12,20,687fda8b-58fe-4006-9617-6c3460a159b2
870,870,2022-03-01T05:14:30.0000000,7,21,20b2d71e-2333-4c3f-954f-4da2b1a44070
870,870,2022-03-01T05:14:30.0000000,18,4,b9562772-999c-4c71-abf4-238d41a5c640
870,870,2022-03-01T05:14:30.0000000,2,22,469922c6-cc85-4a64-9d36-442638f356d6
870,870,2022-03-01T05:14:30.0000000,0,6,1172130a-286c-4dd4-b6f6-4f2ae840cb01
870,870,2022-03-01T05:14:30.0000000,0,8,3b859546-674a-454b-9565-be88f44911f9
870,870,2022-03-01T05:14:30.0000000,13,3,d7b4c90c-7ff0-4e5b-b126-ae6d7f0eca0f
870,870,2022-03-01T05:14:30.0000000,0,20,deb1d222-41a8-4677-b59e-596879022729
870,870,2022-03-01T05:14:30.0000000,0,18,44e3c14e-cce0-4d4a-8f73-b56f60072101
870,870,2022-03-01T05:14:30.0000000,12,10,c4859179-55ad-44cd-9fa8-e14db336d3e4
870,870,2022-03-01T05:14:30.0000000,11,21,687fda8b-58fe-4006-9617-6c3460a159b2
871,871,2022-03-01T05:14:31.0000000,7,21,20b2d71e-2333-4c3f-954f-4da2b1a44070
871,871,2022-03-01T05:14:31.0000000,17,5,b9562772-999c-4c71-abf4-238d41a5c640
871,871,2022-03-01T05:14:31.0000000,1,23,469922c6-cc85-4a64-9d36-442638f356d6
871,871,2022-03-01T05:14:31.0000000,1,5,1172130a-286c-4dd4-b6f6-4f2ae840cb01
871,871,2022-03-01T05:14:31.0000000,1,9,3b859546-674a-454b-9565-be88f44911f9
871,871,2022-03-01T05:14:31.0000000,12,4,d7b4c90c-7ff0-4e5b-b126-ae6d7f0eca0f
871,871,2022-03-01T05:14:31.0000000,1,19,deb1d222-41a8-4677-b59e-596879022729
871,871,2022-03-01T05:14:31.0000000,1,19,44e3c14e-cce0-4d4a-8f73-b56f60072101
871,871,2022-03-01T05:14:31.0000000,12,10,c4859179-55ad-44cd-9fa8-e14db336d3e4
871,871,2022-03-01T05:14:31.0000000,12,20,687fda8b-58fe-4006-9617-6c3460a159b2
872,872,2022-03-01T05:14:32.0000000,8,20,20b2d71e-2333-4c3f-954f-4da2b1a44070
